: 1585658952:0;gem install lscolors
: 1661859458:0;vimdiff clothing_type.txt jeans.txt
: 1661859512:0;vimdiff clothing_type.txt pant.txt
: 1661859544:0;v pant.txt
: 1661859579:0;vimdiff clothing_type.txt shirt.txt
: 1661859721:0;vimdiff clothing_type.txt shoe.txt
: 1661859904:0;mkd neutral
: 1661859908:0;up
: 1661859913:0;finder
: 1661859967:0;rm .DS_Store
: 1661859972:0;cd male
: 1661859985:0;v male_underwear.txt
: 1661860199:0;up
: 1661860260:0;v shoe.txt
: 1661861302:0;v shoe.txt
: 1661861349:0;finder
: 1661861530:0;rm .DS_Store
: 1661861534:0;cd female
: 1661861541:0;v female_shoe.txt
: 1661861964:0;v female_shoe.txt
: 1661862017:0;up
: 1661862021:0;tree
: 1661862064:0;d
: 1661862076:0;up
: 1661862079:0;up
: 1661862093:0;cd lib/generators/create_music_db/
: 1661862097:0;cd templates
: 1661862104:0;v inflections.rb
: 1661862113:0;d
: 1661862125:0;3
: 1661862135:0;d
: 1661862139:0;6
: 1661862143:0;tree
: 1661862195:0;up
: 1661862199:0;rm .DS_Store
: 1661862549:0;cd clothing
: 1661862551:0;tree
: 1661865203:0;tree
: 1661865206:0;up
: 1661865231:0;cd material
: 1661865237:0;v fabric.txt
: 1661865539:0;up
: 1661865544:0;cd law
: 1661865572:0;mkd serial_killer_type
: 1661865605:0;v comfort.txt
: 1661867216:0;up
: 1661867224:0;rm -Rf serial_killer_type
: 1661868068:0;v comfort.txt
: 1661868457:0;v mission.txt
: 1661868496:0;rm lust.txt
: 1661868503:0;rm mission.txt
: 1661868509:0;rm comfort.txt
: 1661880316:0;up
: 1661880328:0;cd music
: 1661905996:0;cd Scratch
: 1661906001:0;tree
: 1661906007:0;cd old\ projects
: 1661906013:0;cd
: 1661906018:0;cd sites
: 1661906023:0;cd types
: 1661906028:0;d scripts
: 1661906031:0;cd scripts
: 1661906039:0;ruby type.rb
: 1661906090:0;up
: 1661906099:0;v .ruby-version
: 1661906112:0;ruby --version
: 1661906124:0;v .ruby-version
: 1661906138:0;rm .DS_Store
: 1661906141:0;1
: 1661906148:0;ruby type.rb
: 1661906158:0;v type.rb
: 1661906195:0;v types.json
: 1661906232:0;ruby questionare.rb
: 1661906654:0;up
: 1661906660:0;1
: 1661906666:0;v serial-killers.json
: 1661947594:0;yt-dlp "https://www.youtube.com/watch?v=Wp_K8prLfso"
: 1661948294:0;yt-dlp "https://www.youtube.com/watch?v=asmXyJaXBC8"
: 1661962174:0;v
: 1661986069:0;yt-dlp "https://www.youtube.com/watch?v=xGvVqUQFFwc"
: 1662403658:0;which dig
: 1662403669:0;which whoami
: 1662417948:0;v
: 1662497676:0;env
: 1662512708:0;d
: 1662512714:0;12
: 1662512720:0;cd text-lyrics
: 1662512730:0;mkd machine-gun-kelly
: 1662512740:0;mkd binge
: 1662512745:0;v loco.txt
: 1662512754:0;up 2
: 1662512757:0;up
: 1662512763:0;ruby lyrics.rb
: 1662512786:0;v lyrics/loco.json
: 1662518768:0;cd
: 1662518775:0;/
: 1662518823:0;cd
: 1662518830:0;rm .DS_Store
: 1662518861:0;cd .config/nvim
: 1662518872:0;v init.vim
: 1662519336:0;v
: 1662519770:0;cd
: 1662573520:0;man nmap
: 1662590869:0;brew search valhalla
: 1662590899:0;brew search valhalla-dsp-valhallavintageverb
: 1662691657:0;d
: 1662691769:0;mv sites Sites
: 1662691779:0;tree --help
: 1662691850:0;tree -L 1
: 1662691866:0;tree -L 1 Site
: 1662691873:0;tree -L 1 Sites
: 1662691904:0;tree -L 1 doc
: 1662691929:0;v doc/_index.html
: 1662691977:0;rm .DS_Store
: 1662691981:0;d
: 1662692005:0;3
: 1662692022:0;v notes.md
: 1662692232:0;cd two-data-sets
: 1662692238:0;up
: 1662692245:0;cd data_json
: 1662692273:0;tree
: 1662692573:0;up
: 1662692574:0;d
: 1662692587:0;2
: 1662692591:0;cd data_txt
: 1662692594:0;cd clothing
: 1662692598:0;tree
: 1662692607:0;up 3
: 1662692611:0;up
: 1662692616:0;cd scripts
: 1662692630:0;finder
: 1662692667:0;rm .DS_Store
: 1662692715:0;v final_data.rb
: 1662692744:0;ruby final_data.rb
: 1662692758:0;cd data_
: 1662692761:0;cd data_json
: 1662692764:0;cd clothing
: 1662692768:0;cd female
: 1662692771:0;v bra.json
: 1662692785:0;v skirt.json
: 1662692805:0;d
: 1662692812:0;2
: 1662692817:0;up
: 1662693078:0;pry
: 1662693268:0;ri String#ord
: 1662693274:0;pry
: 1662693315:0;rc
: 1662694665:0;v
: 1662694674:0;jobs
: 1662694681:0;fg
: 1662694686:0;v
: 1662694692:0;pkaj
: 1662694710:0;v ~/.zsh/functions
: 1662694856:0;cheat
: 1662694867:0;dict time
: 1662694980:0;cd
: 1662694987:0;cd ~/.config/nvim
: 1662694992:0;v init.vim
: 1662695427:0;v ~/.gitconfig
: 1662697442:0;1
: 1662697443:0;2
: 1662697452:0;v lyrics/american-pie.json
: 1662697715:0;v lyrics/someone-like-you.json
: 1662703234:0;d
: 1662703240:0;15
: 1662703244:0;cd scripts
: 1662703251:0;ruby questionare.rb
: 1662703761:0;v
: 1662704448:0;v
: 1662705170:0;d
: 1662705171:0;1
: 1662705173:0;2
: 1662705178:0;cd text-lyrics
: 1662705183:0;rm .DS_Store
: 1662705194:0;mkd dua-lipa
: 1662705218:0;mkd dont-start-know
: 1662705228:0;v love-again.txt
: 1662705235:0;up 3
: 1662705242:0;ruby lyrics.rb
: 1662705280:0;v lyrics/love-again.json
: 1662705320:0;v lyrics/love-again.json
: 1662748748:0;cd text-lyrics
: 1662748756:0;mkd dj kalid
: 1662748762:0;up
: 1662748773:0;rm -Rf dj
: 1662748794:0;mkd dj-khaled
: 1662748816:0;mkd god-did
: 1662748832:0;v god-did.txt
: 1662748858:0;up 3
: 1662748869:0;ruby lyrics.rb
: 1662748903:0;v lyrics/god-did.json
: 1662768189:0;cd text-lyrics
: 1662768201:0;mkd lil-loaded
: 1662768251:0;mkd mkd loc-baby
: 1662768259:0;v loc-baby.txt
: 1662768266:0;up 3
: 1662768269:0;ruby lyrics.rb
: 1662768293:0;v lyrics/loc-baby.json
: 1662769195:0;cd two-data-sets
: 1662769202:0;cd data_txt
: 1662769214:0;cd transport
: 1662769225:0;tree
: 1662769298:0;transport_type.txt
: 1662769370:0;tree
: 1662835044:0;v
: 1662851411:0;v
: 1662851754:0;v
: 1662881161:0;d
: 1662881176:0;d
: 1662881185:0;cd .notes
: 1662881190:0;mkd temp
: 1662881194:0;v
: 1662881204:0;finder
: 1662881231:0;v murder-inventory.md
: 1662930108:0;up
: 1662930117:0;rm -Rf temp
: 1662930124:0;rm .DS_Store
: 1662943597:0;d
: 1662943605:0;18
: 1662943629:0;up
: 1662943638:0;v lyrics/alone.json
: 1662943675:0;finder
: 1662943688:0;ruby lyrics.rb
: 1662943705:0;v lyrics/alone.json
: 1662944084:0;cd data_json
: 1662944089:0;rm .DS_Store
: 1662944094:0;cd language
: 1662944126:0;cd sentiment
: 1662944130:0;v negative.json
: 1662944183:0;v posative.json
: 1662944237:0;up 2
: 1662944240:0;up
: 1662944253:0;rm .DS_Store
: 1662944280:0;finder
: 1662944427:0;rake -T
: 1662944474:0;rake music:build_models
: 1662944498:0;rails g create_music_db
: 1662945188:0;cd text-lyrics
: 1662945191:0;mkd adele
: 1662945202:0;cd mkd 21
: 1662945208:0;mkd 21
: 1662945230:0;v could-have-had-it-all
: 1662945244:0;v could-have-had-it-all.txt
: 1662945283:0;up 3
: 1662945287:0;ruby lyrics.rb
: 1662945303:0;v lyrics/could-have-had-it-all.json
: 1662978012:0;cd text-lyrics
: 1662978018:0;mkd throat
: 1662978028:0;mkd stab
: 1662978035:0;v thoat-cut.txt
: 1662978052:0;up 3
: 1662978056:0;ruby lyrics.rb
: 1662978091:0;v lyrics/thoat-cut.json
: 1663012785:0;cd text-lyrics
: 1663012794:0;mkd sean-paul
: 1663012819:0;mkd 538-hitzone-80
: 1663012833:0;v no-lie.txt
: 1663012851:0;up 3
: 1663012859:0;ruby lyrics.rb
: 1663012890:0;v lyrics/no-lie.json
: 1663013223:0;cd cd two-data-sets
: 1663013228:0;cd two-data-sets
: 1663013233:0;cd data_txt
: 1663013289:0;tree time
: 1663013330:0;mkd measurement
: 1663013343:0;v metric
: 1663013351:0;v metric.txt
: 1663013912:0;up
: 1663026024:0;mkd plant
: 1663026038:0;mkd toxic.txt
: 1663026044:0;up
: 1663026045:0;finder
: 1663026069:0;mkd toxic
: 1663026082:0;finder
: 1663026097:0;up
: 1663026099:0;2
: 1663026100:0;3
: 1663026105:0;cd plant
: 1663026109:0;rm .DS_Store
: 1663026114:0;v toxic.txt
: 1663027303:0;cat toxic.txt
: 1663027340:0;cat toxic.txt G "(1|1-)"
: 1663027358:0;cat toxic.txt G "1"
: 1663027380:0;cat toxic.txt G "1" >low.txt
: 1663027425:0;cat toxic.txt G "2" >mid.txt
: 1663027439:0;cat toxic.txt G "3" >high.txt
: 1663027456:0;cat toxic.txt G "4" >very-high.txt
: 1663027461:0;cat very-high.txt
: 1663027485:0;cat mid.txt
: 1663027506:0;cat low.txt
: 1663027527:0;cat mid.txt
: 1663027533:0;cat high.txt
: 1663027553:0;v high.txt
: 1663027574:0;v mid.txt
: 1663027597:0;cat mid.txt
: 1663027599:0;:q
: 1663027605:0;v high.txt
: 1663027617:0;v very-high.txt
: 1663027899:0;v mid.txt
: 1663028218:0;rm toxic.txt
: 1663028247:0;v low.txt
: 1663042642:0;v very-high.txt
: 1663042692:0;v high.txt
: 1663043302:0;mv low.txt low_toxicity.txt
: 1663043320:0;mv mid.txt mid_toxicity.txt
: 1663043395:0;mv very-high.txt very_high_toxicity.txt
: 1663043416:0;mv high.txt high_toxicity.txt
: 1663043423:0;v low_toxicity.txt
: 1663043635:0;f belladonna
: 1663053504:0;d
: 1663053507:0;18
: 1663053515:0;mkd temp
: 1663053516:0;v
: 1663053524:0;finder
: 1663053603:0;v murder-inventory.md
: 1663054947:0;cd
: 1663054954:0;cd .config/nvim
: 1663054957:0;v init.vim
: 1663055206:0;1
: 1663055208:0;2
: 1663055212:0;v murder-inventory.md
: 1663107908:0;d
: 1663107915:0;14
: 1663107917:0;up
: 1663107925:0;rm .DS_Store
: 1663107932:0;v lyrics
: 1663107946:0;v lyrics.rb
: 1663108030:0;rc
: 1663108078:0;v cd two-data-sets/data_txt
: 1663108094:0;cd two-data-sets/data_txt
: 1663108098:0;rm .DS_Store
: 1663108107:0;cd language
: 1663108114:0;cd sentiment
: 1663108117:0;v posative.txt
: 1663108125:0;up
: 1663108131:0;up 1
: 1663108133:0;up
: 1663108146:0;cd data_json/language/sentiment
: 1663108149:0;v posative.json
: 1663108330:0;up 3
: 1663108338:0;cd two-data-sets/
: 1663108342:0;rm .DS_Store
: 1663108347:0;cd data_txt
: 1663108350:0;up
: 1663108357:0;cd WebstersDictionary
: 1663108362:0;v correction-dictionary.json
: 1663108510:0;up 1
: 1663108580:0;rc
: 1663137984:0;rc
: 1663138089:0;up
: 1663140602:0;v
: 1663141336:0;pry
: 1663201639:0;yt-dlp "https://www.youtube.com/watch?v=cr9IjJLDhWA"
: 1663201712:0;yt-dlp "https://www.youtube.com/watch?v=fLq_sNfRkuQ"
: 1663201734:0;yt-dlp "https://www.youtube.com/watch?v=xR9bD7OEo_M\
"
: 1663201888:0;yt-dlp "https://www.youtube.com/watch?v=xR9bD7OEo_M\
\
\

: 1663201966:0;yt-dlp "https://www.youtube.com/watch?v=TwjzlsShi4k"
: 1663202900:0;yt-dlp "https://www.youtube.com/watch?v=SaKVE2PWpMY"
: 1663204292:0;yt-dlp "https://www.youtube.com/watch?v=dYA6SwQholI"
: 1663204319:0;yt-dlp "https://www.youtube.com/watch?v=h85kCB8N-k8"
: 1663204408:0;yt-dlp "https://www.youtube.com/watch?v=9u9PUKWxuRA"
: 1663206421:0;gem list
: 1663206427:0;brew list
: 1663222089:0;cd ~/Code/Ruby/Lib
: 1663222096:0;cd encryption.rb
: 1663222099:0;v encryption.rb
: 1663222148:0;rm .DS_Store
: 1663222174:0;2
: 1663222190:0;cd two-data-sets/data_txt
: 1663222194:0;cd animal
: 1663222197:0;v cat.txt
: 1663222207:0;up 3
: 1663222214:0;cd data_json
: 1663222219:0;cd animal
: 1663222222:0;v cat.json
: 1663223871:0;which curl
: 1663223877:0;which wget
: 1663223881:0;which get
: 1663237754:0;yt-dlp "https://www.youtube.com/watch?v=qwD_cUCI2b8"
: 1663243762:0;yt-dlp "https://www.youtube.com/watch?v=qJFfSiiiqYE"
: 1663246154:0;yt-dlp "https://www.youtube.com/watch?v=GiN-k5lKL7w"
: 1663293665:0;d
: 1663293693:0;d
: 1663293752:0;d
: 1663293758:0;12
: 1663293773:0;up
: 1663293777:0;rm .DS_Store
: 1663293794:0;mkd mare-of-easttown
: 1663293800:0;finder
: 1663293858:0;v murder-inventory.md
: 1663293999:0;finder
: 1663294025:0;v murder-inventory.md
: 1663368532:0;up
: 1663368553:0;mkd tv-murder-shows
: 1663368555:0;finder
: 1663368622:0;rm .DS_Store
: 1663368633:0;mkd the-undoing
: 1663368645:0;v timeline.md
: 1663368804:0;finder
: 1663391374:0;d
: 1663391384:0;9
: 1663391389:0;cd art
: 1663391403:0;art_type.txt
: 1663395841:0;d
: 1663395850:0;9
: 1663395857:0;cd text-lyrics
: 1663395881:0;mkd justin_bieber
: 1663395893:0;mkd justice
: 1663395904:0;v ghost.txt
: 1663395910:0;up 3
: 1663395912:0;ruby lyrics.rb
: 1663395934:0;v lyrics/ghost.json
: 1663404323:0;yt-dlp "https://www.youtube.com/watch?v=2KdoJRrnasE"
: 1663404365:0;v
: 1663454150:0;d
: 1663454155:0;6
: 1663454157:0;up
: 1663454164:0;rm .DS_Store
: 1663454175:0;mkd broadchurch
: 1663454182:0;v timeline.md
: 1663454195:0;finder
: 1663454247:0;v murder-inventory.md
: 1663470907:0;nvim -S broadchurch.vim
: 1663498172:0;up
: 1663498181:0;cd broadchurch
: 1663498193:0;mkd season_1
: 1663498195:0;finder
: 1663549140:0;up
: 1663549143:0;up
: 1663549146:0;up
: 1663549151:0;rm .DS_Store
: 1663549162:0;cd movies
: 1663549166:0;cd basic_instinct
: 1663549170:0;v notes.md
: 1663550151:0;v notes.md
: 1663550872:0;cat notes.md G guilt
: 1663550879:0;v notes.md
: 1663552170:0;v
: 1663638549:0;up
: 1663638557:0;up
: 1663638563:0;cd tv-murder-shows
: 1663638568:0;rm .DS_Store
: 1663638581:0;mkd miss-marple
: 1663638587:0;finder
: 1663638636:0;v timeline.md
: 1663743531:0;yt-dlp "https://www.youtube.com/watch?v=hl9P4IqYN2A\
"
: 1663956598:0;d
: 1663956604:0;8
: 1663956609:0;cd text-lyrics
: 1663956617:0;mkd anne-marie
: 1663956630:0;mkd speak-your-mind
: 1663956635:0;v 2002.txt
: 1663956643:0;up 3
: 1663956648:0;ruby lyrics.rb
: 1663956670:0;v lyrics/2002.json
: 1664038108:0;yt-dlp "https://www.youtube.com/watch?v=A8aMMpoSUSQ"
: 1664039700:0;yt-dlp "https://www.youtube.com/watch?v=Tn1SZJiqcl8"
: 1664040956:0;yt-dlp "https://www.youtube.com/watch?v=eJf9Jptq7VY"
: 1664042324:0;yt-dlp "https://www.youtube.com/watch?v=i9MXYZh1jcs&t=761s"
: 1664044877:0;yt-dlp "https://www.youtube.com/watch?v=_V-m7G6s8G8"
: 1664045251:0;yt-dlp "https://www.youtube.com/watch?v=q5PzjDiwBTU"
: 1664047370:0;yt-dlp "https://www.youtube.com/watch?v=FeXPZuS4roU"
: 1664079848:0;yt-dlp "https://www.youtube.com/watch?v=pCMELzwBt-g"
: 1664080165:0;yt-dlp "https://www.youtube.com/watch?v=CjmXMvLU1ps"
: 1664081213:0;yt-dlp "https://www.youtube.com/watch?v=VEH7vBJJsJw"
: 1664081466:0;yt-dlp "https://www.youtube.com/watch?v=SBsRzyQ-TfM"
: 1664083673:0;yt-dlp "https://www.youtube.com/watch?v=6ZYLp5uX9Yw"
: 1664086029:0;yt-dlp "https://www.youtube.com/watch?v=Hm2_8IzypmY"
: 1664086685:0;yt-dlp "https://www.youtube.com/watch?v=uJhddZYqUmc"
: 1664088059:0;yt-dlp "https://www.youtube.com/watch?v=vOukxl4BG_c"
: 1664096998:0;yt-dlp "https://www.youtube.com/watch?v=LAYgZEMMWxo"
: 1664097637:0;yt-dlp "https://www.youtube.com/watch?v=l4pGNTNgh7k"
: 1664097855:0;yt-dlp "https://www.youtube.com/watch?v=xb94r5WwxdU"
: 1664104876:0;yt-dlp "https://www.youtube.com/watch?v=WowxnVmsDIg&t=34s"
: 1664305487:0;Â¬l
: 1664305492:0;cd text-lyrics
: 1664305503:0;mkd chvrches
: 1664305577:0;mkd the-bones-of-what-we-believe
: 1664305588:0;v death-standing.txt
: 1664305594:0;up 3
: 1664305598:0;ruby lyrics.rb
: 1664305624:0;v lyrics/death-standing.json
: 1664354497:0;yt-dlp "https://www.youtube.com/watch?v=qLjgXPDzeZo"
: 1664364034:0;cd .notes
: 1664364038:0;v
: 1664453621:0;cd serial_killers
: 1664453628:0;v notes.md
: 1664453646:0;v dalmer.md
: 1664478285:0;d
: 1664478288:0;2
: 1664478294:0;cd text-lyrics
: 1664478304:0;mkd ed-sheeran
: 1664478385:0;mkd equals
: 1664478391:0;v afterglow.txt
: 1664478396:0;up 3
: 1664478400:0;ruby lyrics.rb
: 1664478430:0;v lyrics/afterglow.json
: 1664478625:0;rc
: 1664478680:0;cd data_json
: 1664478687:0;cd space
: 1664478693:0;f sun
: 1664478720:0;up
: 1664478723:0;up
: 1664478727:0;up
: 1664478755:0;rm .DS_Store
: 1664478781:0;cd scripts
: 1664520192:0;g blame
: 1664649418:0;v
: 1664709976:0;d
: 1664709985:0;8
: 1664709992:0;rm .DS_Store
: 1664710005:0;cd story
: 1664710013:0;tree
: 1664710033:0;movie-tv.txt
: 1664710053:0;rm movie-tv.txt
: 1664710058:0;movie-tv.md
: 1664730821:0;v movie-tv.md
: 1664744527:0;rm .DS_Store
: 1664745341:0;v movie-tv.md
: 1664749280:0;1
: 1664749281:0;2
: 1664749292:0;v lyrics/american-pie.json
: 1664835522:0;1
: 1664835524:0;2
: 1664835530:0;v movie-tv.md
: 1664844387:0;v movie-tv.md
: 1664872864:0;v movie-tv.md
: 1664882437:0;v movie-tv.md
: 1664884416:0;v
: 1664893793:0;v movie-tv.md
: 1664965971:0;v
: 1664966033:0;up
: 1664966036:0;cd system
: 1664966052:0;v law_of_influence.md
: 1664983869:0;3
: 1664983882:0;v lyrics/american-pie.json
: 1665059117:0;3
: 1665059118:0;4
: 1665059120:0;3
: 1665059123:0;2
: 1665059124:0;4
: 1665059125:0;5
: 1665059127:0;4
: 1665059128:0;3
: 1665059134:0;v movie-tv.md
: 1665283824:0;v
: 1665315186:0;up
: 1665315197:0;cd tv-murder-shows
: 1665315201:0;rm .DS_Store
: 1665315223:0;mkd karen_pirie
: 1665315235:0;mkd ep_1
: 1665315249:0;finder
: 1665315316:0;v timeline.md
: 1665318879:0;v murder-inventory.md
: 1665353681:0;v
: 1665405583:0;3
: 1665405584:0;4
: 1665405585:0;5
: 1665405586:0;6
: 1665405589:0;up
: 1665405595:0;v lyrics/american-pie.json
: 1665405858:0;cd data_json
: 1665405870:0;cd language
: 1665405876:0;rm .DS_Store
: 1665405882:0;tree
: 1665405891:0;cd sentiment
: 1665405894:0;v posative.json
: 1665405986:0;up 1
: 1665405989:0;up 1
: 1665405994:0;up
: 1665406006:0;cd two-data-sets/data_txt
: 1665406011:0;cd language
: 1665406015:0;cd sentiment
: 1665406019:0;v posative.txt
: 1665406033:0;up
: 1665406036:0;up
: 1665406039:0;up
: 1665406043:0;cd WebstersDictionary
: 1665406049:0;v correction-dictionary.json
: 1665406064:0;up 2
: 1665406085:0;cd images
: 1665406088:0;finder
: 1665406189:0;up
: 1665406191:0;up
: 1665406197:0;rm .DS_Store
: 1665406208:0;v tags
: 1665406217:0;rc
: 1665406308:0;cd scripts
: 1665406313:0;rm .DS_Store
: 1665539094:0;v
: 1665539305:0;v patient.md
: 1665540250:0;finder
: 1665540264:0;show
: 1665543676:0;1
: 1665543681:0;rm .DS_Store
: 1665543688:0;d
: 1665543701:0;cd .notes
: 1665543707:0;rm .DS_Store
: 1665543723:0;cd tv-murder-shows
: 1665543729:0;cd The\ Patient
: 1665543732:0;v patient.md
: 1665605036:0;l\
\

: 1665614041:0;v
: 1665619309:0;mail
: 1665696626:0;v
: 1665699341:0;d
: 1665699346:0;5
: 1665699351:0;cd text-lyrics
: 1665699365:0;mkd lady_gaga
: 1665699383:0;mkd a_star_is_born
: 1665699389:0;v shallow.txt
: 1665699393:0;up 3
: 1665699396:0;ruby lyrics.rb
: 1665699422:0;v lyrics/shallow.json
: 1665699630:0;cd data_
: 1665699634:0;cd data_json
: 1665699642:0;cd clothing
: 1665699646:0;rm .DS_Store
: 1665699655:0;tree
: 1665699678:0;v male/male_swimwear.json
: 1665699688:0;up
: 1665699692:0;cd language
: 1665699699:0;cd pro
: 1665699703:0;cd pronoun
: 1665699713:0;v indefinite.json
: 1665699729:0;up 3
: 1665712024:0;v
: 1665777053:0;v
: 1665786542:0;cd two-data-sets/data_txt
: 1665786548:0;cd music
: 1665786551:0;tree
: 1665786575:0;v music_theory
: 1665786835:0;cat music_theory G scale
: 1665786854:0;cat music_theory G scale >scale.txt
: 1665786858:0;v scale.txt
: 1665786942:0;man grep
: 1665787003:0;cat scale.txt G -i on >scale.txt
: 1665787013:0;cat scale.txt
: 1665787030:0;cat music_theory G scale >scale.txt
: 1665787034:0;cat music_theory
: 1665787050:0;cat scale.txt G -i on
: 1665787084:0;cat scale.txt grep -i on
: 1665787094:0;man grep
: 1665787113:0;cat scale.txt grep -v on
: 1665787129:0;cat scale.txt G -v on
: 1665787170:0;cat scale.txt G -v on >scale.txt
: 1665787173:0;v scale.txt
: 1665787205:0;v scale.txt
: 1665787219:0;cat music_theory G scale >scale.txt
: 1665787232:0;cat scale.txt G -v on
: 1665787254:0;cat scale.txt G -v on >new.txt
: 1665787257:0;cat new.txt
: 1665787261:0;v new.txt
: 1665787552:0;cat new.txt
: 1665787557:0;rm scale.txt
: 1665787565:0;mv new.txt scale.txt
: 1665787570:0;cat scale.txt
: 1665787590:0;rm .DS_Store
: 1665787604:0;rm music_theory
: 1665787641:0;music_intervals.txt
: 1665787880:0;v music_intervals.txt
: 1665787913:0;chords.txt
: 1665787981:0;mv music_intervals.txt interval.txt
: 1665787992:0;mv chords.txt chord.txt
: 1665788010:0;mkd music_theory
: 1665788012:0;finder
: 1665788034:0;v interval.txt
: 1665788112:0;v diminished_augmnted_interval.txt
: 1665788541:0;mv interval.txt minor_major_perfect_interval.txt
: 1665788623:0;tone.txt
: 1665788785:0;note.txt
: 1665789092:0;v chord.txt
: 1665795594:0;up 3
: 1665795598:0;up
: 1665795603:0;cd two-data-sets
: 1665795607:0;up
: 1665795620:0;cd text-lyrics
: 1665795627:0;rm .DS_Store
: 1665795640:0;mkd kate_bush
: 1665795656:0;mkd hound_of_love
: 1665795673:0;v running_up_that_hill.txt
: 1665795681:0;up 3
: 1665795684:0;ruby lyrics.rb
: 1665795707:0;v lyrics/running_up_that_hill.json
: 1665797667:0;cd text-lyrics
: 1665797676:0;mkd frank_sinatra
: 1665797728:0;mkd ive_got_you_under_my_skin
: 1665797740:0;v ive_got_you_under_my_skin.txt
: 1665797746:0;up 3
: 1665797749:0;ruby lyrics.rb
: 1665797777:0;v lyrics/ive_got_you_under_my_skin.json
: 1665797904:0;v lyrics/ive_got_you_under_my_skin.json
: 1665797986:0;cd two-data-sets/data_txt/language/sentiment
: 1665797990:0;v negative.txt
: 1665798132:0;up 2
: 1665798138:0;rm .DS_Store
: 1665798179:0;tree transport
: 1665888618:0;d
: 1665888624:0;19
: 1665888638:0;mkd temp
: 1665888646:0;v split.md
: 1665966265:0;up
: 1665966266:0;finder
: 1665966309:0;2
: 1665966310:0;3
: 1665966314:0;2
: 1665966316:0;11
: 1665966326:0;v chord.txt
: 1665966344:0;v note.txt
: 1665966370:0;v scale.txt
: 1665966445:0;v scale.txt
: 1665966451:0;v tone.txt
: 1665966459:0;v diminished_augmnted_interval.txt
: 1665966471:0;v minor_major_perfect_interval.txt
: 1665966492:0;vimdiff diminished_augmnted_interval.txt minor_major_perfect_interval.txt
: 1665966610:0;up
: 1665966616:0;rm .DS_Store
: 1665966620:0;tree
: 1665966651:0;up
: 1665966663:0;finder
: 1665966711:0;ruby final_data.rb
: 1665966736:0;cd data_json/music
: 1665966740:0;rm .DS_Store
: 1665966745:0;cd music_theory
: 1665966750:0;v chord.json
: 1665966761:0;v scale.json
: 1665966814:0;v note.json
: 1665966831:0;v diminished_augmnted_interval.json
: 1665966840:0;up
: 1665966847:0;up
: 1665966858:0;cd language/sentiment
: 1665966861:0;v negative.json
: 1665966899:0;up 3
: 1665966904:0;rm .DS_Store
: 1665966977:0;d
: 1665966984:0;8
: 1665966991:0;v tone.txt
: 1665966996:0;v scale.txt
: 1665967001:0;v note.txt
: 1665967006:0;v minor_major_perfect_interval.txt
: 1665967010:0;v diminished_augmnted_interval.txt
: 1665967013:0;v chord.txt
: 1665967024:0;up 3
: 1665967029:0;up
: 1665967156:0;cd data_json
: 1665967161:0;rm .DS_Store
: 1665967163:0;up 1
: 1665968193:0;cd data_json/music
: 1665968199:0;cd music_theory
: 1665968203:0;v minor_major_perfect_interval.json
: 1665968210:0;f minor
: 1665968224:0;v scale.json
: 1665968253:0;d
: 1665968263:0;8
: 1665968268:0;cd music_theory
: 1665968279:0;f minor
: 1665968288:0;v scale.txt
: 1665968319:0;v minor_major_perfect_interval.txt
: 1665968325:0;v diminished_augmnted_interval.txt
: 1665968335:0;v scale.txt
: 1665968386:0;up 3
: 1665968388:0;up
: 1665968392:0;rm .DS_Store
: 1665968406:0;rm -Rf data_json
: 1665968423:0;rm .DS_Store
: 1665968432:0;ruby final_data.rb
: 1665968444:0;rm .DS_Store
: 1665968595:0;cd images
: 1665968601:0;finder
: 1665968748:0;up
: 1665968752:0;rm .DS_Store
: 1666042866:0;za
: 1666042927:0;g st
: 1666042954:0;g acm "ADDED: recent update - no major changes, music only"
: 1666042958:0;g st
: 1666042962:0;g push
: 1666066226:0;v patient.md
: 1666066361:0;v notes.md
: 1666066369:0;rm notes.md
: 1666066415:0;finder
: 1666066495:0;rm .DS_Store
: 1666066506:0;v data_to_dictionary.rb
: 1666066568:0;v create_just_json_from_txt.rb
: 1666066616:0;v final_data.rb
: 1666066735:0;show
: 1666066738:0;finder
: 1666073641:0;cd two-data-sets
: 1666073652:0;mkd forrest_gump
: 1666073667:0;mkd forrest
: 1666073677:0;v forrest_gump.txt
: 1666073736:0;up 3
: 1666073741:0;rm .DS_Store
: 1666073758:0;ruby lyrics.rb
: 1666073783:0;1
: 1666073791:0;up
: 1666073804:0;finder
: 1666073859:0;1
: 1666073862:0;2
: 1666073863:0;3
: 1666073867:0;ruby lyrics.rb
: 1666073888:0;v lyrics/forrest_gump.json
: 1666074094:0;v note.md
: 1666074467:0;cd text-lyrics
: 1666074473:0;rm -Rf forrest_gump
: 1666074480:0;pkaj
: 1666074482:0;up
: 1666074495:0;cd text-lyrics
: 1666074501:0;rm -Rf forrest_gump
: 1666074505:0;up
: 1666074509:0;rm .DS_Store
: 1666074542:0;cd text-lyrics
: 1666074554:0;mkd forrest_gump
: 1666074558:0;mkd gump
: 1666074564:0;v forrest_gump.txt
: 1666074575:0;up 3
: 1666074591:0;ruby lyrics.rb
: 1666074682:0;v lyrics/forrest_gump.json
: 1666114957:0;yt-dlp "https://www.youtube.com/watch?v=5mHTVVuHdZ8"
